title;artist;album;platform;isFound
"Be Your Santa Claus";"Keith Sweat";"A Christmas of Love";applemusicapp;1
"The Beach";"All Time Low";"So Wrong, It's Right";applemusicapp;1
"Beach Is Better";"JAY Z";"Magna Carta... Holy Grail";applemusicapp;1
Beachin';"Jake Owen";"Nu Country Traxx Volume 235 CAN";applemusicapp;1
"Beam Me Up";Cazzette;;applemusicapp;1
"Beamer, Benz Or Bentley";"Lloyd Banks & Juelz Santana";"MixFiend.com / MixtapeTorrent.com";applemusicapp;1
Beaming;"Relient K";"The Bird & The Bee Sides";applemusicapp;1
"Beast (feat. Busta Rhymes, KXNG Crooked & Tech N9ne) [Southpaw Remix]";"Rob Bailey & The Hustle Standard";"Southpaw (Music from and Inspired By the Motion Picture)";applemusicapp;1
"Beast And Harlot";"Avenged Sevenfold";;applemusicapp;1
"Beast Mode (Do You Even Lift) [Bodybuilding Motivation]";"Fearless Motivation";"Greatest Hits Motivational Speeches";applemusicapp;1
"Beast Mode (Do You Even Lift) [Bodybuilding Motivation]";"Fearless Motivation";"10% Human 90% Beast (Gym Motivational Speeches)";applemusicapp;1
"Beast Mode (Do You Even Lift) Bodybuilding Motivation";"Fearless Motivation";"Hungry for Success: Motivational Speeches & Workout Music";applemusicapp;1
"Beast Mode (Reloaded) [Gym Motivational Speech]";"Fearless Motivation";"10% Human 90% Beast (Gym Motivational Speeches)";applemusicapp;1
"Beat It";"Fall Out Boy";"Beat It (feat. John Mayor) - Single";applemusicapp;1
"Beat It";"Michael Jackson";"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Beat Of My Heart";"Hilary Duff";"Most Wanted";applemusicapp;1
"Beat Of The Music";"Brett Eldredge";"CDX Volume 580 (September 30, 2013)";applemusicapp;1
"Beat This Summer";"Brad Paisley";"Billboard Top 25 Country Songs 06-22-13";applemusicapp;1
"Beating Hearts Baby";"Head Automatica";;applemusicapp;0
"Beating Me Up";"Rachel Platten";"Fight Song - EP";applemusicapp;1
Beautiful;Akon;www.hear-it-first.net;applemusicapp;1
Beautiful;"Christina Aguilera";Stripped;applemusicapp;1
Beautiful;Eminem;Relapse;applemusicapp;1
Beautiful;Bazzi;COSMIC;applemusicapp;1
"Beautiful Dangerous";slash;slash;applemusicapp;1
"Beautiful Day";"Lee DeWyze";"Beautiful Day - Single";applemusicapp;1
"Beautiful Disaster";"American Hi-Fi";"The Art Of Losing";applemusicapp;1
"Beautiful Disaster";"Kelly Clarkson";Thankful;applemusicapp;1
"Beautiful Disaster (Live)";"Kelly Clarkson";Breakaway;applemusicapp;1
"Beautiful Drug";"Zac Brown Band";"JEKYLL + HYDE";applemusicapp;1
"Beautiful Girls";"Sean Kingston";Battousai;applemusicapp;1
"Beautiful Liar";"Beyoncé & Shakira";"Now, Vol. 25";applemusicapp;1
"A Beautiful Lie";"30 Seconds To Mars";"A Beautiful Lie";applemusicapp;1
"Beautiful Pain (feat. Sia)";Eminem;"Marshall Mathers LP 2";applemusicapp;1
"Beautiful People, The [From Burlesque]";"Aguilera, Christina";"Burlesque OST";applemusicapp;0
"Beautiful Place";"Good Charlotte";"Good Morning Revival";applemusicapp;1
"Beautiful Trauma";P!nk;"Beautiful Trauma";applemusicapp;1
"Beautiful, Dirty, Rich";"Lady GaGa";"The Fame";applemusicapp;1
"Beautifully Broken";"Ashlee Simpson";"I Am Me";applemusicapp;1
"Beauty And A Beat";"Justin Bieber ft. Nicki Minaj";;applemusicapp;1
"Because Of You";"Kelly Clarkson";Breakaway;applemusicapp;1
"Because Of You";Ne-Yo;"Now, Vol. 25";applemusicapp;1
"Because We Can";"Fatboy Slim";"Moulin Rouge (Soundtrack from the Motion Picture)";applemusicapp;0
"Become Someone No One Thought You Could Be (Motivational Speech)";"Fearless Motivation";"Uncommon Being (Motivational Speeches)";applemusicapp;1
Becoming;Jewel;0304;applemusicapp;1
Becoming;"Milky Chance";Sadnecessary;applemusicapp;1
"Bed (feat. Ariana Grande)";"Nicki Minaj";Queen;applemusicapp;1
Bedrock;"Lil' Wayne & Young Money";"No Ceilings Prequal Eve (Mixtape)";applemusicapp;0
"Bee Your Man";"Relient K";"The Bird & The Bee Sides";applemusicapp;1
"Been Caught Stealing";"Jane's Addiction";"100 Greatest Rock Songs Of The 90s";applemusicapp;1
"Been That Way";"Bryson Tiller";"T R A P S O U L";applemusicapp;1
Beep;"The Pussycat Dolls Feat. will.i.am";PCD;applemusicapp;1
"Beer for My Horses";"Toby Keith";"35 Biggest Hits";applemusicapp;1
"Beer Goggles";"Smash Mouth";"All Star Smash Hits";applemusicapp;1
"Beer in the Headlights";"Luke Bryan";"Crash My Party (Deluxe Version)";applemusicapp;1
"Beer Money";"Kip Moore";"Up All Night (Deluxe Edition)";applemusicapp;1
"Beethoven Symphony No. 9";Beethoven;;applemusicapp;0
"Beethoven: Symphony No. 9 In D Minor, Op. 125 ""Choral"": IV. Presto - Allegro Assai - Choral Finale (Ode To Joy)";"Willem van Otterloo & The Hague Philarmonic Orchestra";"Willem van Otterloo conducts Beethoven Symphony. No 9 in Dminor - Choral (Digitally Remastered)";applemusicapp;0
"Beez In the Trap (feat. 2 Chainz)";"Nicki Minaj";"Pink Friday ... Roman Reloaded (Deluxe Edition)";applemusicapp;1
"Before He Cheats";"Carrie Underwood";"Some Hearts";applemusicapp;1
"Before I Die";"Young Chris ft. Lil Wayne";NewJams.net;applemusicapp;0
"Before It's Too Late";"The Goo Goo Dolls";"Greatest Hits Vol.1 The Singles";applemusicapp;1
"Before the Lobotomy";"Green Day";"21st Century Breakdown";applemusicapp;1
"Before Your Love";"Kelly Clarkson";Thankful;applemusicapp;1
"Begin Again";"Taylor Swift";Red;applemusicapp;1
"Behind the Sea";"Panic at the Disco";"Pretty. Odd";applemusicapp;1
"Behind These Hazel Eyes";"Kelly Clarkson";Breakaway;applemusicapp;1
"beibs in the trap";"Travis Scott";"Birds in the Trap Sing McKnight";applemusicapp;1
"Being From Jersey Means Never Having To Say You're Sorry";"Cobra Starship";"While The City Sleeps. We Rule The Streets";applemusicapp;1
"Being Pretty Ain't Pretty";"Pistol Annies";"New Country May 2013";applemusicapp;1
Belief;"John Mayer";Continuum;applemusicapp;1
Believe;"Josh Groban";"The Polar Express";applemusicapp;1
Believe;"The All-American Rejects";"When The World Comes Down";applemusicapp;1
Believe;Yellowcard;"Ocean Avenue";applemusicapp;1
"Believe (Motivational Speech)";"Fearless Motivation";"Greatest Hits Motivational Speeches";applemusicapp;1
"Believe Me (feat. Drake)";"Lil Wayne";"Believe Me (feat. Drake) - Single";applemusicapp;1
"Believe Me I'm Lying";"Forever The Sickest Kids";"Underdog Alma Mater";applemusicapp;1
"Believe Me Natalie";"The Killers";"Hot Fuss";applemusicapp;1
Believer;"Imagine Dragons";Evolve;applemusicapp;1
"Believer (feat. Lil Wayne)";"Imagine Dragons";"Believer (feat. Lil Wayne) - Single";applemusicapp;1
"Bella's Lullaby";"Carter Burwell";"The Twilight Soundtrack";applemusicapp;1
"Bella's Lullaby (Remix) [From the Movie ""Twilight""]";"Carter Burwell";"Bella's Lullaby (Remix) [From the Movie ""Twilight""] - Single";applemusicapp;1
Belle;"Jack Johnson";"In Between Dreams";applemusicapp;1
"Ben Wah Balls";"Blink 182";"Cheshire Cat";applemusicapp;1
"Bennie and the Jets";"Elton John";"Greatest Hits 1970-2002";applemusicapp;1
Bent;"Matchbox Twenty";"Exile On Mainstream [Disc 2]";applemusicapp;1
Berzerk;Eminem;"Berzerk - Single";applemusicapp;1
"The Best Damn Thing";"Avril Lavigne";"The Best Damn Thing";applemusicapp;1
"The Best Day";"Taylor Swift";Fearless;applemusicapp;1
"Best Day of My Life";"American Authors";"American Authors - EP";applemusicapp;1
"The Best Day Of My Life";"Jesse McCartney";"A Cinderella Story";applemusicapp;0
"Best Days Of Your Life";"Kellie Pickler";"Kellie Pickler";applemusicapp;1
"The Best I Can";eleventyseven;"Adventures In Eville";applemusicapp;1
"The Best I Can";Eleventyseven;;applemusicapp;1
"Best I Ever Had";Drake;"So Far Gone";applemusicapp;1
"Best Love Song";"T-Pain ft Chris Brown";;applemusicapp;0
"Best of Both Worlds";"Hannah Montana";"Hannah Montana";applemusicapp;1
"Best Of Me";"Sum 41";"Underclass Hero";applemusicapp;1
"Best of You";"Foo Fighters";"In Your Honor";applemusicapp;1
"The Best Part Is That It's Hard (Motivational Speech)";"Fearless Motivation";"10% Human 90% Beast (Gym Motivational Speeches)";applemusicapp;1
"Best Shot";"Jimmie Allen";"Mercury Lane";applemusicapp;1
"Best Song Ever";"One Direction";"Best Song Ever - Single";applemusicapp;1
"The Best Thing";"Relient K";"Five Score And Seven Years Ago";applemusicapp;1
"Bet On It";Troy;"High School Musical 2";applemusicapp;1
Better;Khalid;Suncity;applemusicapp;1
"Better Days";"The Goo Goo Dolls";"Greatest Hits Vol.1 The Singles";applemusicapp;1
"Better Do It Right";"Smash Mouth";"All Star Smash Hits";applemusicapp;0
"Better in Boots";"Tyler Farr";"Suffer in Peace";applemusicapp;1
"Better In Time";"Leona Lewis";Spirit;applemusicapp;1
"Better Man";"Little Big Town";"The Breaker";applemusicapp;1
"Better Now";"Rascal Flatts";"Still Feels Good";applemusicapp;1
"Better Now";"Post Malone";"beerbongs & bentleys";applemusicapp;1
"Better Off";"Ashlee Simpson";Autobiography;applemusicapp;1
"Better Open The Door";"Motion City Soundtrack";"Commit This to Memory";applemusicapp;1
"Better Place";"Rachel Platten";Wildfire;applemusicapp;1
"Better Than My Heart";"Luke Bryan";"Crash My Party (Deluxe Version)";applemusicapp;1
"Better Than Revenge";"Taylor Swift";"Speak Now (Deluxe Version)";applemusicapp;1
"Better Together";"Jack Johnson";"In Between Dreams (Bonus Track Version)";applemusicapp;1
"Better With The Lights Off";"New Boyz ft. Chris Brown";"Too Cool Too Care";applemusicapp;1
"Between The River And Me";"Tim McGraw";"Let It Go";applemusicapp;1
"Between You and I";"Every Avenue";"Shh. Just Go with It";applemusicapp;1
"Between You And Me";"Hilary Duff";Dignity;applemusicapp;1
"Beverly Hills";Weezer;;applemusicapp;1
"Beverly Hills";Weezer;"Make Believe";applemusicapp;1
Beware;"Big Sean/Lil Wayne/Jhene Aiko";"Beware (Feat Lil Wayne & Jhene Aiko) - Single";applemusicapp;0
"Beware! Cougar!";"The Academy Is...";"Fast Times at Barrington High";applemusicapp;1
"Beyoncé Interlude";Beyoncé;"Dangerously In Love";applemusicapp;1
"Big Girls Don't Cry";Fergie;"The Dutchess";applemusicapp;1
"Big Machine";"The Goo Goo Dolls";"Greatest Hits Vol.1 The Singles";applemusicapp;1
"Big, Blonde & Beautiful";"Queen Latifah";"Hairspray (Soundtrack to the Motion Picture)";applemusicapp;1
"Big, Blonde & Beautiful (Reprise)";"John Travolta & Michelle Pfeiffer";"Hairspray (Soundtrack to the Motion Picture)";applemusicapp;0
"Bigger Than My Body";"John Mayer";"Heavier Things";applemusicapp;1
"Bigger Than Us";"Hannah Montana";"Hannah Montana 2: Meet Miley Cyrus [Disc 1]";applemusicapp;1
Billionaire;"Travie McCoy (ft. Bruno Mars)";CurrentHipHop.com;applemusicapp;1
"Billionaire (Remix) (Feat. T-Pain & Gucci Mane)";"Travie McCoy";HotNewHipHop.com;applemusicapp;1
"Bills (Explicit)";"LunchMoney Lewis";"Billboard Hot 100 Singles Chart";applemusicapp;1
"Bills, bills, bills";"Destiny's Child";"Destiny's Child - #1's";applemusicapp;1
"Billy Jean";"Michael Jackson";"VH1 100 Greatest Songs of 80’s";applemusicapp;0
"Billy Spleen";"Sum 41";"Does this Look Infected?";applemusicapp;1
"The Bird and the Worm";"Owl City";"Ocean Eyes";applemusicapp;1
"Birdman - 100 Million Dollar (Feat. DJ Khaled, Cool & Dre, Rick Ross, Young Jeezy & Lil' Wayne)";Birdman;"5 * Stunna";applemusicapp;0
Birthday;"Katy Perry";"PRISM (Deluxe)";applemusicapp;1
Birthday;"All Time Low";"Birthday - Single";applemusicapp;1
"Birthday Sex";Jeremih;;applemusicapp;1
"Bitch Better Have My Money";Rihanna;"Bitch Better Have My Money - Single";applemusicapp;1
"Bitch Better Have My Money";Rihanna;"iHeartRadio Awards";applemusicapp;1
"Bitch Please II";Eminem;"The Marshall Mathers LP";applemusicapp;1
"The Bitch Song";"Bowling For Soup";;applemusicapp;1
"Bite My Tongue";"Relient K";"Five Score And Seven Years Ago";applemusicapp;1
"Bite The Dust";"The Pussycat Dolls";PCD;applemusicapp;0
"The Bitter End";"Sum 41";Chuck;applemusicapp;1
"Bittersweet Symphony";"The Verve";"Urban Hymns";applemusicapp;1
Black;"Pearl Jam";"100 Greatest Rock Songs Of The 90s";applemusicapp;1
"Black & Yellow";"Wiz Khalifa";Exclusive!;applemusicapp;1
"Black & Yellow Remix";"Wiz Khalifa";;applemusicapp;0
"Black And Yellow (Dirty)";"Wiz Khalifa";;applemusicapp;1
"Black Beatles (feat. Gucci Mane)";"Rae Sremmurd";"SremmLife 2 (Deluxe)";applemusicapp;1
"Black Cat";"Mayday Parade";"A Lesson In Romantics";applemusicapp;1
"Black Coffee in Bed";"Ernie Halter";"Franklin & Vermont";applemusicapp;1
"Black Hole Sun";Soundgarden;"100 Greatest Rock Songs Of The 90s";applemusicapp;1
"Black Horse and a Cherry Tree";"KT Tunstall";"Eye to the Telescope";applemusicapp;1
"Black Horse And The Cherry Tree";"KT Tunstall";"2007 Grammy Nominees";applemusicapp;1
"Black or White";"Michael Jackson";"The Essential Michael Jackson";applemusicapp;1
"Black Rose (feat. Jonathan Mendelsohn)";Blasterjaxx;"XX Files EP";applemusicapp;1
"Black Skinhead";"Kanye West";"Yeezus [Explicit Version]";applemusicapp;1
"Black Widow (feat. Rita Ora)";"Iggy Azalea";"Black Widow (feat. Rita Ora) - Single";applemusicapp;1
"BLACKJACK (Remix) [feat. YBN Cordae]";Aminé;"BLACKJACK (Remix) [feat. YBN Cordae] - Single";applemusicapp;1
Blackout;"Breathe Carolina";"Hell Is What You Make It";applemusicapp;1
"BlackOut (feat. Lil Jon, Juicy J & Tyga)";"The Americanos";"We Are Your Friends (Music From the Original Motion Picture)";applemusicapp;1
"Blah Blah Blah (Feat. 3OH!3)";Ke$ha;Animal;applemusicapp;1
"Blame (feat. John Newman)";"Calvin Harris";"Blame - Single";applemusicapp;1
"Blame Game (feat. John Legend)";"Kanye West";"My Beautiful Dark Twisted Fantasy";applemusicapp;1
"Blame It";"Jamie Foxx";Intuition;applemusicapp;1
"Blame It On the Stars";"Andy Grammer";"Magazines or Novels";applemusicapp;1
"Blank Space";"Taylor Swift";"1989 (By Alexis Castro DJ)";applemusicapp;1
"Bleed American";"Jimmy Eat World";"Bleed American";applemusicapp;1
"Bless The Broken Road";"Rascal Flatts";"Feels Like Today";applemusicapp;1
"Blessed Cause I Got Fight (Motivational Speech V2)";"Fearless Motivation";"Born Ready (Motivational Speeches Gym & Workout)";applemusicapp;1
"Blessings (feat. Drake)";"Big Sean";"Dark Sky Paradise (Deluxe)";applemusicapp;1
Blind;Ke$ha;Animal;applemusicapp;1
"Blinded By The Light";"Manfred Mann's Earth Band";;applemusicapp;1
Blindfolds;"Wiz Khalifa ft. Juicy J";"Taylor Allderdice";applemusicapp;0
"Blinding Lights";"The Weeknd";"Blinding Lights - Single";applemusicapp;1
"Blood [Hidden Track]";"My Chemical Romance";"The Black Parade";applemusicapp;1
"Blood Brothers";"Luke Bryan";"Crash My Party (Deluxe Version)";applemusicapp;1
"Blood On My Hands";"The Used";;applemusicapp;1
"Blood On The Leaves";"Kanye West";"Yeezus [Explicit Version]";applemusicapp;1
bloodline;"Ariana Grande";"thank u, next";applemusicapp;1
Bloodstream;"Ed Sheeran";"x (Deluxe Edition)";applemusicapp;1
Bloqueo;"Lele Pons & Fuego";"Bloqueo - Single";applemusicapp;1
Blow;Kesha;Cannibal;applemusicapp;1
"Blow Me (One Last Kiss)";Pink;;applemusicapp;1
"Blow You Up (feat. AlunaGeorge & Less Is Moore)";Yogi;"Blow You Up (feat. AlunaGeorge & Less Is Moore) - Single";applemusicapp;1
"Blow Your Mind (Mwah)";"Dua Lipa";"Dua Lipa (Deluxe)";applemusicapp;1
"Blow, Gabriel, Blow";"Sutton Foster, Shina Ann Morris, Kimberly Fauré, Jennifer Savelli, Joyce Chittick & Anything Goes New Broadway Cast Ensemble";"Anything Goes (New Broadway Cast Recording)";applemusicapp;1
"Blowin' Money Fast";"Rick Ross";;applemusicapp;1
"Blown Away";"Carrie Underwood";"Blown Away";applemusicapp;1
"Blue (Da Ba Dee)";"Eiffel 65";;applemusicapp;0
"Blue (Da Ba Dee)";"Eiffel 65";;applemusicapp;1
"Blue Ain't Your Color";"Keith Urban";Ripcord;applemusicapp;1
"Blue Bandana";"Jerrod Niemann";"Blue Bandana";applemusicapp;1
"Blue Cellophane";BabyJake;"Blue Cellophane - Single";applemusicapp;1
"Blue Lights";"Jorja Smith";"Lost & Found";applemusicapp;1
"Blue Slide Park";"Mac Miller";"Blue Slide Park";applemusicapp;1
"Blueprint 2";Jay-Z;;applemusicapp;1
Blur;"Britney Spears";Circus;applemusicapp;1
"Blurred Lines";"Robin Thicke/T.I./Pharrell";"Blurred Lines (Feat T.I. & Pharrell) - Single";applemusicapp;0
"Blurred Lines (feat. T.I. & Pharrell)";"Robin Thicke";"Blurred Lines (Deluxe Version)";applemusicapp;1
"Blush (Only You)";Plumb;"Chaotic Resolve";applemusicapp;1
BO$$;"Fifth Harmony";"Reflection (Deluxe)";applemusicapp;1
"Boarding Pass Remix feat.Ya Boy & Mistah F.A.B.";"Wiz Khalifa";;applemusicapp;0
"Bob That Head";"Rascal Flatts";"Still Feels Good";applemusicapp;1
"Body (feat. Jeremih)";Dreezy;"No Hard Feelings";applemusicapp;1
"Body Language";"Jesse McCartney Feat T-Pain";HotNewHipHop.com;applemusicapp;0
"Body Like a Back Road";"Sam Hunt";SOUTHSIDE;applemusicapp;1
"Body Party";Ciara;Ciara;applemusicapp;1
"Body Rock";"Fifth Harmony";"Reflection (Deluxe)";applemusicapp;1
"Bohemian Rhapsody";Queen;;applemusicapp;1
"Bohemian Rhapsody";Queen;"The Platinum Collection (Greatest Hits I, II & III)";applemusicapp;1
"Bold As Love";"John Mayer";Continuum;applemusicapp;1
"Boléro, M. 81";"Arpad Jóo & London Symphony Orchestra";"Música Clásica Ravel";applemusicapp;0
"Bonbon (English Version)";"Era Istrefi";"Bonbon - EP";applemusicapp;1
"Bonus Track";"Story Of The Year";"In The Wake Of Determination";applemusicapp;0
"Bonus Track";"The All-American Rejects";"When The World Comes Down";applemusicapp;0
"Boogie Feet (feat. Eagles of Death Metal)";Kesha;Rainbow;applemusicapp;1
"The Book of Love";"Gavin James";"The Book of Love - Single";applemusicapp;1
Boom;Fan-3;"Confessions Of A Teenage Drama Queen";applemusicapp;0
"Boom Boom Pau";"Super Mash Bros.";"All About The Scrilions";applemusicapp;0
"Boom Boom Pow";"The Black Eyed Peas";"The E.N.D.";applemusicapp;1
"Boom Boom Pow";"Black Eyed Peas";"The E.N.D. (Energy Never Dies)";applemusicapp;1
Boots;Kesha;Rainbow;applemusicapp;1
"Boots & Boys";Ke$ha;Animal;applemusicapp;1
"Boots On";"Randy Houser";"Anything Goes";applemusicapp;1
Bootylicious;"Destiny's Child";"Destiny's Child - #1's";applemusicapp;1
Bootylicious;"Destiny's Child";Survivor;applemusicapp;1
"Booyah (feat. We Are Loud & Sonny Wilson) [Radio Edit]";Showtek;"Booyah (feat. We Are Loud & Sonny Wilson) - EP";applemusicapp;1
Boring;"Blink 182";"Dude Ranch";applemusicapp;1
Boring;Pink;Funhouse;applemusicapp;0
"Born for This";"The Score";"Pressure - EP";applemusicapp;1
"Born For This";Paramore;Riot!;applemusicapp;1
"Born in the USA";"Bruce Springsteen";"VH1 100 Greatest Songs of 80’s";applemusicapp;0
"Born This Way";"Lady Gaga";"Born This Way - Single";applemusicapp;1
"Born This Way (Bimbo Jones Club Remix)";"Lady GaGa";"NOW That's What I Call a Workout";applemusicapp;1
"Born to Be Wild";Steppenwolf;Steppenwolf;applemusicapp;1
"Born to Be Yours";"Kygo & Imagine Dragons";"Born to Be Yours - Single";applemusicapp;1
Boston;Augustana;"All the Stars and Boulevards";applemusicapp;1
"Both (feat. Drake)";"Gucci Mane";"The Return of East Atlanta Santa";applemusicapp;1
"Both of Us";"B.o.B ft. Taylor Swift";;applemusicapp;0
"Bottle It Up";"Mike Stud ft Kinetics, One Love";;applemusicapp;0
"Bottom of the Bottle";"Curren$y ft. August Alsina & Lil Wayne";;applemusicapp;0
"Bottoms Up";"Brantley Gilbert";;applemusicapp;1
"Bottoms Up";"Keke Palmer";"So Uncool";applemusicapp;1
"Bottoms Up (Feat. Nicki Minaj)";"Trey Songz";"Bottoms Up (Feat. Nicki Minaj) - Single";applemusicapp;1
"Boulevard Of Broken Dreams";"Green Day";"American Idiot";applemusicapp;1
"Boulevard Of Broken Dreams";"Green Day";"American Idiot (Deluxe Version)";applemusicapp;1
Bounce;"Chris Webby";"There Goes The Neighborhood EP";applemusicapp;1
Bounce;"Sarah Connor";"Bounce - Single";applemusicapp;0
"Bounce Back";"Big Sean";"I Decided.";applemusicapp;1
Bouncer;"Showtek & Ookay";"Bouncer - Single";applemusicapp;1
"Bouncing Off The Walls";Sugarcult;;applemusicapp;1
